iteration,accepted_updates,status,linearization_refreshed,mean_mse_gradient_norm,lambda,train_mse_normalized,validation_mse_normalized,best_validation_mse_normalized,normal_seconds,jacobian_seconds,normal_matrix_seconds,solve_seconds,candidate_seconds,candidate_train_seconds,candidate_validation_seconds,checkpoint,best_checkpoint
14286,10986,accepted,1,3.74122e-06,7.66421e-11,1.7323e-10,2.01979e-10,2.01979e-10,0.542237,0.0379295,0.501688,0.0109206,0.0377194,0.0114618,0.0262575,,best_validation_checkpoint_0.bin
14287,10986,rejected,1,1.45789e-05,7.66421e-10,1.7323e-10,2.01979e-10,2.01979e-10,0.56257,0.035935,0.524085,0.0123612,0.0112385,0.0112381,0,,
14288,10987,accepted,0,1.45789e-05,3.83211e-10,1.73194e-10,2.02054e-10,2.01979e-10,0,0,0,0.0167109,0.0331532,0.010919,0.022234,,
14289,10988,accepted,1,6.52581e-07,1.91605e-10,1.73177e-10,2.02018e-10,2.01979e-10,0.567898,0.0369686,0.528993,0.0174729,0.0337285,0.011018,0.0227103,,
14290,10989,accepted,1,2.43507e-06,9.58027e-11,1.73153e-10,2.01929e-10,2.01929e-10,0.585139,0.0352152,0.547741,0.0129391,0.0356145,0.0133088,0.0223055,,best_validation_checkpoint_1.bin
14291,10989,rejected,1,9.46746e-06,9.58027e-10,1.73153e-10,2.01929e-10,2.01929e-10,0.532658,0.0396122,0.490529,0.0117447,0.0112015,0.0112013,0,,
14292,10990,accepted,0,9.46746e-06,4.79013e-10,1.73134e-10,2.01982e-10,2.01929e-10,0,0,0,0.0125227,0.0346115,0.0112206,0.0233908,,
14293,10991,accepted,1,4.17891e-07,2.39507e-10,1.73121e-10,2.01956e-10,2.01929e-10,0.539747,0.03382,0.503965,0.011564,0.0351621,0.0110571,0.0241048,,
14294,10992,accepted,1,1.5733e-06,1.19753e-10,1.73097e-10,2.01889e-10,2.01889e-10,0.540603,0.0379792,0.500622,0.0120716,0.0341233,0.0117079,0.0224154,,best_validation_checkpoint_0.bin
14295,10992,rejected,1,6.12821e-06,1.19753e-09,1.73097e-10,2.01889e-10,2.01889e-10,0.531499,0.0380192,0.491497,0.0124841,0.0127745,0.0127742,0,,
14296,10993,accepted,0,6.12821e-06,5.98767e-10,1.73087e-10,2.01925e-10,2.01889e-10,0,0,0,0.0124749,0.0367551,0.0145255,0.0222296,,
14297,10994,accepted,1,2.66907e-07,2.99383e-10,1.73076e-10,2.01905e-10,2.01889e-10,0.591149,0.0462084,0.542367,0.0143386,0.0346959,0.0121238,0.022572,,
14298,10995,accepted,1,1.01294e-06,1.49692e-10,1.73056e-10,2.01856e-10,2.01856e-10,0.599308,0.0368337,0.560305,0.0146662,0.0342832,0.0123571,0.021926,,best_validation_checkpoint_1.bin
14299,10996,accepted,1,3.95027e-06,7.48458e-11,1.7304e-10,2.01737e-10,2.01737e-10,0.54033,0.0429181,0.493036,0.0121155,0.0343963,0.0111748,0.0232214,,best_validation_checkpoint_0.bin
14300,10996,rejected,1,1.54017e-05,7.48458e-10,1.7304e-10,2.01737e-10,2.01737e-10,0.531923,0.0366004,0.491007,0.0121037,0.0109201,0.0109195,0,,
14301,10997,accepted,0,1.54017e-05,3.74229e-10,1.73e-10,2.01815e-10,2.01737e-10,0,0,0,0.0153738,0.0327025,0.0109841,0.0217182,,
14302,10998,accepted,1,6.91044e-07,1.87115e-10,1.72983e-10,2.01778e-10,2.01737e-10,0.558242,0.0369416,0.519157,0.0126089,0.0353528,0.0128505,0.0225022,,
14303,10999,accepted,1,2.5729e-06,9.35573e-11,1.7296e-10,2.01686e-10,2.01686e-10,0.519057,0.0392318,0.477202,0.0182623,0.035672,0.0115766,0.0240953,,best_validation_checkpoint_1.bin
14304,10999,rejected,1,1.00123e-05,9.35573e-10,1.7296e-10,2.01686e-10,2.01686e-10,0.552448,0.0375633,0.513143,0.0108521,0.0141553,0.0141549,0,,
14305,11000,accepted,0,1.00123e-05,4.67787e-10,1.7294e-10,2.01742e-10,2.01686e-10,0,0,0,0.0113726,0.0351232,0.011141,0.0239822,,
14306,11001,accepted,1,4.42317e-07,2.33893e-10,1.72926e-10,2.01715e-10,2.01686e-10,0.570475,0.0362459,0.532471,0.0118671,0.0347004,0.011141,0.0235592,,
14307,11002,accepted,1,1.66202e-06,1.16947e-10,1.72902e-10,2.01646e-10,2.01646e-10,0.560323,0.0371272,0.521085,0.0182176,0.0381346,0.0120538,0.0260807,,best_validation_checkpoint_0.bin
14308,11002,rejected,1,6.47054e-06,1.16947e-09,1.72902e-10,2.01646e-10,2.01646e-10,0.565028,0.0360787,0.526394,0.0167494,0.0111427,0.0111424,0,,
14309,11003,accepted,0,6.47054e-06,5.84733e-10,1.72891e-10,2.01684e-10,2.01646e-10,0,0,0,0.0176676,0.0334463,0.0112817,0.0221645,,
14310,11004,accepted,1,2.831e-07,2.92367e-10,1.7288e-10,2.01664e-10,2.01646e-10,0.592422,0.0393099,0.550292,0.0117167,0.0358545,0.0136163,0.0222381,,
14311,11005,accepted,1,1.0723e-06,1.46183e-10,1.72859e-10,2.01612e-10,2.01612e-10,0.563514,0.0394265,0.521789,0.0116795,0.0353523,0.0112338,0.0241183,,best_validation_checkpoint_1.bin
14312,11006,accepted,1,4.1873e-06,7.30916e-11,1.72846e-10,2.0149e-10,2.0149e-10,0.597096,0.0403868,0.55429,0.0148052,0.0329998,0.0111528,0.0218469,,best_validation_checkpoint_0.bin
14313,11006,rejected,1,1.62754e-05,7.30916e-10,1.72846e-10,2.0149e-10,2.0149e-10,0.55069,0.0369697,0.511726,0.011646,0.0112612,0.0112609,0,,
14314,11007,accepted,0,1.62754e-05,3.65458e-10,1.72803e-10,2.01572e-10,2.0149e-10,0,0,0,0.011464,0.0347938,0.0110405,0.0237531,,
14315,11008,accepted,1,7.321e-07,1.82729e-10,1.72785e-10,2.01534e-10,2.0149e-10,0.521388,0.032334,0.48671,0.0152399,0.0329638,0.0111893,0.0217745,,
14316,11009,accepted,1,2.72314e-06,9.13646e-11,1.72763e-10,2.01438e-10,2.01438e-10,0.552984,0.0340257,0.517034,0.0110005,0.0360385,0.0134266,0.0226118,,best_validation_checkpoint_1.bin
14317,11009,rejected,1,1.05864e-05,9.13646e-10,1.72763e-10,2.01438e-10,2.01438e-10,0.54706,0.0425609,0.502634,0.015183,0.0112595,0.0112592,0,,
14318,11010,accepted,0,1.05864e-05,4.56823e-10,1.72741e-10,2.01498e-10,2.01438e-10,0,0,0,0.0125159,0.0360204,0.0126778,0.0233424,,
14319,11011,accepted,1,4.68432e-07,2.28411e-10,1.72727e-10,2.01469e-10,2.01438e-10,0.541906,0.0403093,0.497621,0.0124057,0.0331333,0.0112263,0.0219069,,
14320,11012,accepted,1,1.75885e-06,1.14206e-10,1.72703e-10,2.01398e-10,2.01398e-10,0.570326,0.0323431,0.534018,0.0125875,0.0334888,0.0109341,0.0225546,,best_validation_checkpoint_0.bin
14321,11012,rejected,1,6.84248e-06,1.14206e-09,1.72703e-10,2.01398e-10,2.01398e-10,0.573597,0.0347618,0.536716,0.0122261,0.0111283,0.011128,0,,
14322,11013,accepted,0,6.84248e-06,5.71028e-10,1.72692e-10,2.01438e-10,2.01398e-10,0,0,0,0.0135078,0.0353394,0.0131567,0.0221827,,
14323,11014,accepted,1,2.99868e-07,2.85514e-10,1.7268e-10,2.01417e-10,2.01398e-10,0.536195,0.0401166,0.493196,0.0147832,0.0332168,0.0112718,0.0219449,,
14324,11015,accepted,1,1.13476e-06,1.42757e-10,1.72659e-10,2.01364e-10,2.01364e-10,0.54728,0.0360555,0.508637,0.0124401,0.0363621,0.0136991,0.0226628,,best_validation_checkpoint_1.bin
14325,11016,accepted,1,4.42566e-06,7.13786e-11,1.72649e-10,2.01238e-10,2.01238e-10,0.557668,0.0376428,0.516961,0.0106655,0.0343912,0.0108376,0.0235536,,best_validation_checkpoint_0.bin
14326,11016,rejected,1,1.72193e-05,7.13786e-10,1.72649e-10,2.01238e-10,2.01238e-10,0.540257,0.0377246,0.500383,0.0120685,0.0127892,0.012789,0,,
14327,11017,accepted,0,1.72193e-05,3.56893e-10,1.72601e-10,2.01323e-10,2.01238e-10,0,0,0,0.0118778,0.0345449,0.0118769,0.0226678,,
14328,11018,accepted,1,7.74479e-07,1.78446e-10,1.72583e-10,2.01284e-10,2.01238e-10,0.530364,0.0351563,0.491791,0.012049,0.0328339,0.0110649,0.0217689,,
14329,11019,accepted,1,2.8803e-06,8.92232e-11,1.72561e-10,2.01186e-10,2.01186e-10,0.524038,0.0355377,0.48671,0.0145523,0.0325787,0.0110029,0.0215756,,best_validation_checkpoint_1.bin
14330,11019,rejected,1,1.11807e-05,8.92232e-10,1.72561e-10,2.01186e-10,2.01186e-10,0.54543,0.0341576,0.509267,0.0118116,0.0111843,0.011184,0,,
14331,11020,accepted,0,1.11807e-05,4.46116e-10,1.72538e-10,2.01248e-10,2.01186e-10,0,0,0,0.015154,0.037698,0.0120348,0.0256631,,
14332,11021,accepted,1,4.97149e-07,2.23058e-10,1.72523e-10,2.01219e-10,2.01186e-10,0.56942,0.0389843,0.528246,0.0149093,0.0347411,0.011821,0.02292,,
14333,11022,accepted,1,1.86496e-06,1.11529e-10,1.725e-10,2.01144e-10,2.01144e-10,0.535743,0.0355546,0.498271,0.012198,0.0340198,0.0109158,0.0231038,,best_validation_checkpoint_0.bin
14334,11022,rejected,1,7.24523e-06,1.11529e-09,1.725e-10,2.01144e-10,2.01144e-10,0.568784,0.0327246,0.533658,0.0106114,0.0110424,0.011042,0,,
14335,11023,accepted,0,7.24523e-06,5.57645e-10,1.72487e-10,2.01187e-10,2.01144e-10,0,0,0,0.0156361,0.0327367,0.0110537,0.0216829,,
14336,11024,accepted,1,3.17381e-07,2.78822e-10,1.72476e-10,2.01165e-10,2.01144e-10,0.557575,0.0431227,0.511708,0.0125434,0.0338867,0.0109401,0.0229465,,
14337,11025,accepted,1,1.20115e-06,1.39411e-10,1.72455e-10,2.0111e-10,2.0111e-10,0.551679,0.0344469,0.515371,0.0150492,0.0327942,0.0110077,0.0217863,,best_validation_checkpoint_1.bin
14338,11026,accepted,1,4.68747e-06,6.97056e-11,1.72447e-10,2.00981e-10,2.00981e-10,0.543851,0.0372379,0.504583,0.0125869,0.036129,0.0135276,0.0226012,,best_validation_checkpoint_0.bin
14339,11026,rejected,1,1.82071e-05,6.97056e-10,1.72447e-10,2.00981e-10,2.00981e-10,0.548073,0.0424053,0.503029,0.0147329,0.0117238,0.0117235,0,,
14340,11027,accepted,0,1.82071e-05,3.48528e-10,1.72395e-10,2.0107e-10,2.00981e-10,0,0,0,0.0123512,0.037355,0.015124,0.0222308,,
14341,11028,accepted,1,8.21492e-07,1.74264e-10,1.72377e-10,2.01029e-10,2.00981e-10,0.528834,0.0415143,0.485429,0.0112978,0.0372824,0.0148135,0.0224687,,
14342,11029,accepted,1,3.04673e-06,8.7132e-11,1.72356e-10,2.00927e-10,2.00927e-10,0.547926,0.0426676,0.503225,0.015345,0.0326244,0.011001,0.0216233,,best_validation_checkpoint_1.bin
14343,11029,rejected,1,1.18677e-05,8.7132e-10,1.72356e-10,2.00927e-10,2.00927e-10,0.565811,0.0377781,0.526104,0.0159031,0.0110737,0.0110734,0,,
14344,11030,accepted,0,1.18677e-05,4.3566e-10,1.7233e-10,2.00993e-10,2.00927e-10,0,0,0,0.0151141,0.0344609,0.0111764,0.0232844,,
14345,11031,accepted,1,5.24844e-07,2.1783e-10,1.72316e-10,2.00963e-10,2.00927e-10,0.563095,0.0353238,0.525447,0.0122395,0.0368035,0.0144818,0.0223216,,
14346,11032,accepted,1,1.97231e-06,1.08915e-10,1.72292e-10,2.00886e-10,2.00886e-10,0.563326,0.0423305,0.519191,0.010923,0.035141,0.0110535,0.0240875,,best_validation_checkpoint_0.bin
14347,11032,rejected,1,7.65802e-06,1.08915e-09,1.72292e-10,2.00886e-10,2.00886e-10,0.524293,0.0370432,0.485149,0.0112971,0.0110263,0.0110259,0,,
14348,11033,accepted,0,7.65802e-06,5.44575e-10,1.72279e-10,2.00931e-10,2.00886e-10,0,0,0,0.0123856,0.0333958,0.0114947,0.0219009,,
14349,11034,accepted,1,3.36193e-07,2.72288e-10,1.72267e-10,2.00909e-10,2.00886e-10,0.569525,0.0387664,0.528949,0.0161201,0.0358198,0.0113545,0.0244651,,
14350,11035,accepted,1,1.27119e-06,1.36144e-10,1.72245e-10,2.00852e-10,2.00852e-10,0.53984,0.03871,0.498927,0.0126825,0.0343174,0.0110694,0.0232479,,best_validation_checkpoint_1.bin
14351,11036,accepted,1,4.95382e-06,6.80719e-11,1.72242e-10,2.00719e-10,2.00719e-10,0.552644,0.0381654,0.512246,0.0160629,0.0330079,0.0110472,0.0219606,,best_validation_checkpoint_0.bin
14352,11036,rejected,1,1.92686e-05,6.80719e-10,1.72242e-10,2.00719e-10,2.00719e-10,0.573127,0.0364433,0.534521,0.0150884,0.0111485,0.0111483,0,,
14353,11037,accepted,0,1.92686e-05,3.40359e-10,1.72184e-10,2.00811e-10,2.00719e-10,0,0,0,0.011998,0.0353919,0.0130625,0.0223294,,
14354,11038,accepted,1,8.69664e-07,1.7018e-10,1.72166e-10,2.00769e-10,2.00719e-10,0.551094,0.035236,0.511721,0.0126814,0.0355819,0.0110531,0.0245288,,
14355,11039,accepted,1,3.2278e-06,8.50899e-11,1.72146e-10,2.00664e-10,2.00664e-10,0.563972,0.0400983,0.521958,0.0135363,0.0351268,0.0109358,0.0241909,,best_validation_checkpoint_1.bin
14356,11039,rejected,1,1.25151e-05,8.50899e-10,1.72146e-10,2.00664e-10,2.00664e-10,0.555856,0.0354324,0.51753,0.0139683,0.0113233,0.0113229,0,,
14357,11040,accepted,0,1.25151e-05,4.25449e-10,1.72118e-10,2.00733e-10,2.00664e-10,0,0,0,0.0130184,0.0354567,0.0135946,0.021862,,
14358,11041,accepted,1,5.57764e-07,2.12725e-10,1.72103e-10,2.00702e-10,2.00664e-10,0.551215,0.0363471,0.51176,0.0147864,0.0349321,0.0121089,0.0228232,,
14359,11042,accepted,1,2.08888e-06,1.06362e-10,1.7208e-10,2.00622e-10,2.00622e-10,0.54435,0.0344009,0.5079,0.0137738,0.0353968,0.0128228,0.0225738,,best_validation_checkpoint_0.bin
14360,11042,rejected,1,8.12017e-06,1.06362e-09,1.7208e-10,2.00622e-10,2.00622e-10,0.574081,0.0369249,0.535257,0.0111779,0.0119748,0.0119745,0,,
14361,11043,accepted,0,8.12017e-06,5.31812e-10,1.72066e-10,2.0067e-10,2.00622e-10,0,0,0,0.0130353,0.0328404,0.0111456,0.0216946,,
14362,11044,accepted,1,3.56019e-07,2.65906e-10,1.72053e-10,2.00647e-10,2.00622e-10,0.533661,0.0377119,0.494159,0.0115998,0.0324644,0.0110361,0.0214281,,
14363,11045,accepted,1,1.34688e-06,1.32953e-10,1.72032e-10,2.00588e-10,2.00588e-10,0.53652,0.0378727,0.496748,0.0146158,0.034706,0.0127708,0.0219351,,best_validation_checkpoint_1.bin
14364,11045,rejected,1,5.24928e-06,1.32953e-09,1.72032e-10,2.00588e-10,2.00588e-10,0.578162,0.0378198,0.538057,0.0152613,0.0154311,0.0154309,0,,
14365,11046,accepted,0,5.24928e-06,6.64765e-10,1.72023e-10,2.0062e-10,2.00588e-10,0,0,0,0.0114458,0.034024,0.0113716,0.0226523,,
14366,11047,accepted,1,2.27303e-07,3.32382e-10,1.72014e-10,2.00602e-10,2.00588e-10,0.551546,0.0329742,0.516752,0.0112843,0.0383769,0.0144293,0.0239475,,
14367,11048,accepted,1,8.66492e-07,1.66191e-10,1.71995e-10,2.00559e-10,2.00559e-10,0.570615,0.0402492,0.52828,0.0171433,0.0330996,0.0111122,0.0219872,,best_validation_checkpoint_0.bin
14368,11049,accepted,1,3.38485e-06,8.30956e-11,1.71976e-10,2.0045e-10,2.0045e-10,0.566973,0.0345414,0.530616,0.0166674,0.0329181,0.0111026,0.0218154,,best_validation_checkpoint_1.bin
14369,11049,rejected,1,1.31902e-05,8.30956e-10,1.71976e-10,2.0045e-10,2.0045e-10,0.565303,0.0400508,0.521742,0.0172518,0.011051,0.0110508,0,,
14370,11050,accepted,0,1.31902e-05,4.15478e-10,1.71946e-10,2.00522e-10,2.0045e-10,0,0,0,0.0116455,0.0350108,0.0127458,0.0222648,,
14371,11051,accepted,1,5.87382e-07,2.07739e-10,1.71931e-10,2.0049e-10,2.0045e-10,0.574208,0.0459463,0.526311,0.0119451,0.0366573,0.014833,0.0218241,,
14372,11052,accepted,1,2.2007e-06,1.03869e-10,1.71908e-10,2.00408e-10,2.00408e-10,0.571049,0.0363754,0.531966,0.0156023,0.0329354,0.0112239,0.0217113,,best_validation_checkpoint_0.bin
14373,11052,rejected,1,8.5668e-06,1.03869e-09,1.71908e-10,2.00408e-10,2.00408e-10,0.571928,0.0429752,0.526333,0.0171384,0.0108967,0.0108964,0,,
14374,11053,accepted,0,8.5668e-06,5.19347e-10,1.71892e-10,2.00458e-10,2.00408e-10,0,0,0,0.0132102,0.0362591,0.0137209,0.0225382,,
14375,11054,accepted,1,3.75721e-07,2.59674e-10,1.7188e-10,2.00434e-10,2.00408e-10,0.533287,0.0378665,0.493062,0.0121429,0.036894,0.0144526,0.0224413,,
14376,11055,accepted,1,1.42113e-06,1.29837e-10,1.71858e-10,2.00373e-10,2.00373e-10,0.552716,0.0396083,0.511019,0.0128174,0.0341809,0.0121227,0.022058,,best_validation_checkpoint_1.bin
14377,11055,rejected,1,5.53351e-06,1.29837e-09,1.71858e-10,2.00373e-10,2.00373e-10,0.553481,0.0403238,0.51114,0.0142578,0.011044,0.0110438,0,,
14378,11056,accepted,0,5.53351e-06,6.49184e-10,1.71849e-10,2.00407e-10,2.00373e-10,0,0,0,0.0127095,0.0350414,0.0130387,0.0220025,,
14379,11057,accepted,1,2.4022e-07,3.24592e-10,1.71839e-10,2.00389e-10,2.00373e-10,0.538434,0.0390392,0.49723,0.0107148,0.0347877,0.0129819,0.0218058,,
14380,11058,accepted,1,9.1565e-07,1.62296e-10,1.7182e-10,2.00343e-10,2.00343e-10,0.549264,0.0367518,0.510209,0.010607,0.0341079,0.0108917,0.0232162,,best_validation_checkpoint_0.bin
14381,11059,accepted,1,3.57355e-06,8.1148e-11,1.71803e-10,2.00232e-10,2.00232e-10,0.562483,0.0383991,0.519705,0.0120568,0.0342708,0.011056,0.0232147,,best_validation_checkpoint_1.bin
14382,11059,rejected,1,1.39272e-05,8.1148e-10,1.71803e-10,2.00232e-10,2.00232e-10,0.538843,0.0388922,0.497624,0.0114689,0.01112,0.0111196,0,,
14383,11060,accepted,0,1.39272e-05,4.0574e-10,1.7177e-10,2.00307e-10,2.00232e-10,0,0,0,0.0172227,0.0342819,0.0122445,0.0220373,,
14384,11061,accepted,1,6.20161e-07,2.0287e-10,1.71755e-10,2.00274e-10,2.00232e-10,0.554812,0.0431919,0.509345,0.0117367,0.0365874,0.0139853,0.0226021,,
14385,11062,accepted,1,2.3227e-06,1.01435e-10,1.71732e-10,2.00189e-10,2.00189e-10,0.548151,0.0406702,0.505716,0.0159544,0.0344329,0.010989,0.0234439,,best_validation_checkpoint_0.bin
14386,11062,rejected,1,9.0399e-06,1.01435e-09,1.71732e-10,2.00189e-10,2.00189e-10,0.557713,0.037718,0.517997,0.0143373,0.0109935,0.0109933,0,,
14387,11063,accepted,0,9.0399e-06,5.07175e-10,1.71715e-10,2.00242e-10,2.00189e-10,0,0,0,0.0103204,0.0359478,0.0110395,0.0249082,,
14388,11064,accepted,1,3.97262e-07,2.53588e-10,1.71703e-10,2.00217e-10,2.00189e-10,0.549264,0.0385139,0.507283,0.014059,0.033145,0.0113302,0.0218148,,
14389,11065,accepted,1,1.49971e-06,1.26794e-10,1.71681e-10,2.00154e-10,2.00154e-10,0.541502,0.0404181,0.499029,0.0126058,0.0349369,0.0111448,0.0237919,,best_validation_checkpoint_1.bin
14390,11065,rejected,1,5.84629e-06,1.26794e-09,1.71681e-10,2.00154e-10,2.00154e-10,0.559428,0.0343546,0.5223,0.0147946,0.0109202,0.0109199,0,,
14391,11066,accepted,0,5.84629e-06,6.33969e-10,1.71671e-10,2.00189e-10,2.00154e-10,0,0,0,0.0143677,0.0350131,0.0133998,0.0216132,,
14392,11067,accepted,1,2.53818e-07,3.16984e-10,1.71661e-10,2.00171e-10,2.00154e-10,0.568277,0.0392445,0.526883,0.0154271,0.0324907,0.0113614,0.0211292,,
14393,11068,accepted,1,9.66509e-07,1.58492e-10,1.71642e-10,2.00124e-10,2.00124e-10,0.563034,0.0373042,0.523836,0.0122521,0.0348501,0.0111202,0.0237298,,best_validation_checkpoint_0.bin
14394,11069,accepted,1,3.76871e-06,7.92461e-11,1.71626e-10,2.00009e-10,2.00009e-10,0.571435,0.039807,0.529825,0.0112476,0.036405,0.0126167,0.0237881,,best_validation_checkpoint_1.bin
14395,11069,rejected,1,1.46935e-05,7.92461e-10,1.71626e-10,2.00009e-10,2.00009e-10,0.570785,0.0417558,0.527279,0.0129167,0.0119803,0.0119801,0,,
14396,11070,accepted,0,1.46935e-05,3.96231e-10,1.71591e-10,2.00088e-10,2.00009e-10,0,0,0,0.0115656,0.0350041,0.0110196,0.0239844,,
14397,11071,accepted,1,6.5593e-07,1.98115e-10,1.71575e-10,2.00053e-10,2.00009e-10,0.548537,0.0399855,0.506759,0.0116257,0.0357295,0.0136956,0.0220339,,
14398,11072,accepted,1,2.45684e-06,9.90576e-11,1.71552e-10,1.99965e-10,1.99965e-10,0.527107,0.0388863,0.486349,0.0145384,0.0341013,0.0119544,0.0221468,,best_validation_checkpoint_0.bin
14399,11072,rejected,1,9.54583e-06,9.90576e-10,1.71552e-10,1.99965e-10,1.99965e-10,0.557307,0.0393448,0.516076,0.0112711,0.0113784,0.011378,0,,
14400,11073,accepted,0,9.54583e-06,4.95288e-10,1.71534e-10,2.00021e-10,1.99965e-10,0,0,0,0.0143542,0.0356683,0.011105,0.0245631,,
14401,11074,accepted,1,4.19475e-07,2.47644e-10,1.71521e-10,1.99995e-10,1.99965e-10,0.570046,0.0376346,0.530212,0.0158949,0.0329118,0.0109569,0.0219548,,
14402,11075,accepted,1,1.58602e-06,1.23822e-10,1.71499e-10,1.99929e-10,1.99929e-10,0.576594,0.0409915,0.531058,0.0131456,0.0355981,0.0111613,0.0244367,,best_validation_checkpoint_1.bin
14403,11075,rejected,1,6.17908e-06,1.23822e-09,1.71499e-10,1.99929e-10,1.99929e-10,0.571109,0.0332256,0.536155,0.0114287,0.0113707,0.0113704,0,,
14404,11076,accepted,0,6.17908e-06,6.1911e-10,1.71489e-10,1.99967e-10,1.99929e-10,0,0,0,0.0167077,0.0328002,0.011189,0.021611,,
14405,11077,accepted,1,2.68057e-07,3.09555e-10,1.71479e-10,1.99948e-10,1.99929e-10,0.550373,0.0396435,0.508865,0.0115326,0.0357196,0.0110661,0.0246534,,
14406,11078,accepted,1,1.02097e-06,1.54778e-10,1.71459e-10,1.999e-10,1.999e-10,0.588594,0.0387792,0.546352,0.0175314,0.0327162,0.011131,0.0215852,,best_validation_checkpoint_0.bin
14407,11079,accepted,1,3.98509e-06,7.73888e-11,1.71446e-10,1.99781e-10,1.99781e-10,0.577125,0.0431174,0.53119,0.0158455,0.0360917,0.0110087,0.0250829,,best_validation_checkpoint_1.bin
14408,11079,rejected,1,1.55105e-05,7.73888e-10,1.71446e-10,1.99781e-10,1.99781e-10,0.567728,0.0398927,0.524162,0.0160557,0.0109934,0.0109932,0,,
14409,11080,accepted,0,1.55105e-05,3.86944e-10,1.71407e-10,1.99863e-10,1.99781e-10,0,0,0,0.0192466,0.0367657,0.010973,0.0257927,,
14410,11081,accepted,1,6.93992e-07,1.93472e-10,1.71391e-10,1.99828e-10,1.99781e-10,0.561444,0.0396068,0.51913,0.0175689,0.0343189,0.0111015,0.0232173,,
14411,11082,accepted,1,2.59343e-06,9.6736e-11,1.71369e-10,1.99737e-10,1.99737e-10,0.604817,0.0403845,0.562319,0.0167501,0.0344306,0.0113133,0.0231172,,best_validation_checkpoint_0.bin
14412,11082,rejected,1,1.00779e-05,9.6736e-10,1.71369e-10,1.99737e-10,1.99737e-10,0.586724,0.0372685,0.547572,0.0141894,0.0125861,0.0125858,0,,
14413,11083,accepted,0,1.00779e-05,4.8368e-10,1.71349e-10,1.99795e-10,1.99737e-10,0,0,0,0.0120721,0.0340985,0.0112323,0.0228661,,
14414,11084,accepted,1,4.44033e-07,2.4184e-10,1.71336e-10,1.99769e-10,1.99737e-10,0.569444,0.040147,0.527426,0.0143686,0.0326985,0.0110648,0.0216335,,
14415,11085,accepted,1,1.67564e-06,1.2092e-10,1.71314e-10,1.99701e-10,1.99701e-10,0.560987,0.038468,0.519548,0.0140782,0.0333784,0.0115994,0.0217789,,best_validation_checkpoint_1.bin
14416,11085,rejected,1,6.52668e-06,1.2092e-09,1.71314e-10,1.99701e-10,1.99701e-10,0.547425,0.0405671,0.504987,0.0110939,0.0113072,0.0113069,0,,
14417,11086,accepted,0,6.52668e-06,6.046e-10,1.71303e-10,1.99741e-10,1.99701e-10,0,0,0,0.0152993,0.035424,0.0115041,0.0239197,,
14418,11087,accepted,1,2.83558e-07,3.023e-10,1.71293e-10,1.99721e-10,1.99701e-10,0.577586,0.0412724,0.532955,0.0108756,0.0327699,0.0109707,0.021799,,
14419,11088,accepted,1,1.07935e-06,1.5115e-10,1.71273e-10,1.99671e-10,1.99671e-10,0.514972,0.0349333,0.47827,0.0145001,0.0333608,0.0114314,0.0219294,,best_validation_checkpoint_0.bin
14420,11089,accepted,1,4.20799e-06,7.5575e-11,1.71261e-10,1.99549e-10,1.99549e-10,0.538335,0.0364405,0.499883,0.0142251,0.0330487,0.0110856,0.0219631,,best_validation_checkpoint_1.bin
14421,11089,rejected,1,1.63794e-05,7.5575e-10,1.71261e-10,1.99549e-10,1.99549e-10,0.556337,0.0357597,0.518819,0.0107699,0.0109988,0.0109984,0,,
14422,11090,accepted,0,1.63794e-05,3.77875e-10,1.71219e-10,1.99635e-10,1.99549e-10,0,0,0,0.0112931,0.0343319,0.0109465,0.0233854,,
14423,11091,accepted,1,7.33387e-07,1.88937e-10,1.71203e-10,1.99597e-10,1.99549e-10,0.53695,0.0403503,0.494206,0.0117962,0.0356336,0.0110277,0.0246059,,
14424,11092,accepted,1,2.74143e-06,9.44687e-11,1.71181e-10,1.99503e-10,1.99503e-10,0.546608,0.0345696,0.509489,0.0139653,0.0331992,0.011323,0.021876,,best_validation_checkpoint_0.bin
14425,11092,rejected,1,1.06432e-05,9.44687e-10,1.71181e-10,1.99503e-10,1.99503e-10,0.508039,0.0365812,0.469579,0.0110155,0.0109827,0.0109824,0,,
14426,11093,accepted,0,1.06432e-05,4.72344e-10,1.7116e-10,1.99565e-10,1.99503e-10,0,0,0,0.0147811,0.0345874,0.0118259,0.0227614,,
14427,11094,accepted,1,4.6998e-07,2.36172e-10,1.71147e-10,1.99538e-10,1.99503e-10,0.515282,0.0419334,0.471425,0.0115375,0.0357161,0.0133075,0.0224085,,
14428,11095,accepted,1,1.7699e-06,1.18086e-10,1.71125e-10,1.99467e-10,1.99467e-10,0.5695,0.0410205,0.526337,0.012651,0.0367498,0.0149116,0.0218382,,best_validation_checkpoint_1.bin
14429,11095,rejected,1,6.88251e-06,1.18086e-09,1.71125e-10,1.99467e-10,1.99467e-10,0.559895,0.0362031,0.521165,0.0115045,0.0110977,0.0110974,0,,
14430,11096,accepted,0,6.88251e-06,5.9043e-10,1.71113e-10,1.99509e-10,1.99467e-10,0,0,0,0.0167538,0.0358635,0.0112768,0.0245866,,
14431,11097,accepted,1,3.00483e-07,2.95215e-10,1.71102e-10,1.99489e-10,1.99467e-10,0.545702,0.035411,0.508441,0.011602,0.0361851,0.013819,0.022366,,
