method,scheme,u1_initial,u2_initial,initial_exact_domain,map_converged,lower_capture,nonlinear_updates,lower_max_error,physical_residual_inf,status
exact,picard,1.7333333333333334,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,2.8692492826110083e-11,map_converged
exact,picard,1.7666666666666666,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,2.910149898838199e-11,map_converged
exact,picard,1.8,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,2.95211632916903e-11,map_converged
exact,picard,1.8333333333333333,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,2.9951707780639936e-11,map_converged
exact,picard,1.8666666666666667,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,3.03940206336506e-11,map_converged
exact,picard,1.9,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,3.084899002914199e-11,map_converged
exact,picard,1.9333333333333333,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,3.1317504145533803e-11,map_converged
exact,picard,1.9666666666666666,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,3.180067320585067e-11,map_converged
exact,picard,2.0,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,3.229982947772214e-11,map_converged
exact,picard,2.033333333333333,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,3.281652727338269e-11,map_converged
exact,picard,2.0666666666666664,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,3.335232090506679e-11,map_converged
exact,picard,2.1,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,3.390920877421877e-11,map_converged
exact,picard,2.1333333333333333,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,3.448918928228295e-11,map_converged
exact,picard,2.1666666666666665,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,3.5095371053728286e-11,map_converged
exact,picard,2.2,0.03333333333333333,True,True,True,28,4.2882142281541746e-11,3.5730862713023726e-11,map_converged
exact,picard,2.2333333333333334,0.03333333333333333,True,True,True,28,4.476152781762721e-11,3.703393147702627e-11,map_converged
exact,picard,2.2666666666666666,0.03333333333333333,True,True,True,28,4.758904381674256e-11,3.8696101878343825e-11,map_converged
